target_id	length	eff_length	est_counts	tpm
CG10803-PE	1854	1721.59	141.207	0.55494
CG13021-PA	333	201.108	0.5	0.0168214
CG13021-PB	333	201.108	0.5	0.0168214
ppk8-PG	1299	1166.59	14	0.0811951
ppk8-PH	1710	1577.59	0	0
Ilp7-PA	480	347.595	0	0
Mnt-PC	1749	1616.59	0	0
Mnt-PA	1749	1616.59	0	0
Mnt-PI	2373	2240.59	31.1374	0.0940244
Mnt-PJ	1752	1619.59	0	0
Mnt-PD	2373	2240.59	105.633	0.318976
Mnt-PE	1749	1616.59	0	0
Mnt-PF	2370	2237.59	133.389	0.403331
Mnt-PG	1746	1613.59	0	0
Mnt-PH	2373	2240.59	105.633	0.318976
Mnt-PK	2151	2018.59	12.2069	0.0409144
Rala-PB	594	461.595	192.826	2.82636
Rala-PA	606	473.595	1.08687	0.0155272
Rala-PC	606	473.595	1.08687	0.0155272
Parg-PB	2172	2039.59	88.5	0.293576
Parg-PC	2172	2039.59	88.5	0.293576
CG2875-PA	1494	1361.59	228.305	1.13446
CG2875-PB	1491	1358.59	4.84748	0.0241406
CG2875-PC	1491	1358.59	4.84748	0.0241406
DIP-alpha-PA	1665	1532.59	2.09371	0.00924295
DIP-alpha-PB	1299	1166.59	4.81258	0.0279113
DIP-alpha-PC	1665	1532.59	2.09371	0.00924295
Gas8-PB	1440	1307.59	0	0
Gas8-PC	1365	1232.59	0	0
Gas8-PD	1440	1307.59	0	0
CG14270-PA	576	443.595	121	1.84553
CG10804-PA	2049	1916.59	0	0
CG10804-PB	1989	1856.59	0	0
CG10804-PC	2181	2048.59	9	0.0297241
CG10804-PD	1989	1856.59	0	0
CG2930-PD	2412	2279.59	0	0
CG2930-PA	2433	2300.59	6.33235	0.0186229
CG2930-PB	2433	2300.59	6.33235	0.0186229
CG2930-PE	2448	2315.59	0.00295866	8.64478e-06
CG2930-PF	2433	2300.59	6.33235	0.0186229
CG15239-PA	1482	1349.59	1	0.00501324
Glos-PA	2736	2603.59	30.8152	0.0800781
Glos-PB	2736	2603.59	30.8152	0.0800781
Gem4b-PB	2736	2603.59	19.3696	0.0503348
Gem4c-PB	2736	2603.59	0	0
Vap33-PB	810	677.595	263.509	2.63116
Vap33-PA	708	575.595	203.473	2.39173
Vap33-PC	810	677.595	263.509	2.63116
Vap33-PE	810	677.595	263.509	2.63116
CG6414-PA	1752	1619.59	0	0
CG6414-PB	1752	1619.59	0	0
CG6428-PA	1896	1763.59	111	0.425839
lva-PC	8340	8207.59	7033.5	5.79799
lva-PD	8340	8207.59	7033.5	5.79799
CG2938-PB	2589	2456.59	66	0.181774
CG2938-PC	2589	2456.59	66	0.181774
CG2938-PD	2589	2456.59	66	0.181774
CG15375-PB	702	569.595	0	0
brn-PA	978	845.595	83	0.664106
cib-PC	294	162.755	9.34037	0.388287
cib-PA	390	257.65	100.665	2.64344
cib-PB	390	257.65	100.665	2.64344
cib-PD	390	257.65	100.665	2.64344
cib-PE	390	257.65	100.665	2.64344
dgt4-PA	567	434.595	4	0.0622727
dgt4-PB	567	434.595	4	0.0622727
dgt4-PC	567	434.595	4	0.0622727
tyf-PB	5736	5603.59	218.4	0.263698
tyf-PC	5736	5603.59	218.4	0.263698
tyf-PF	5004	4871.59	0	0
tyf-PG	5004	4871.59	0	0
tyf-PH	5004	4871.59	0	0
tyf-PI	5736	5603.59	218.4	0.263698
tyf-PJ	5736	5603.59	218.4	0.263698
tyf-PK	5004	4871.59	0	0
tyf-PL	5004	4871.59	0	0
tyf-PM	5004	4871.59	0	0
tyf-PN	5736	5603.59	218.4	0.263698
GlcAT-I-PA	921	788.595	96	0.823643
CG15570-PA	4074	3941.59	0	0
CG12691-PA	453	320.595	0	0
CG15572-PA	1458	1325.59	0	0
CG3626-PA	2820	2687.59	429	1.07998
CG12688-PB	285	153.897	28	1.23098
CG12693-PB	1278	1145.59	0	0
mRpL33-PA	195	70.8496	135	12.8919
mei-9-PA	2886	2753.59	55.1311	0.135462
mei-9-PB	2886	2753.59	55.1311	0.135462
CG15579-PA	285	153.897	2.5	0.109909
CG15579-PB	285	153.897	2.5	0.109909
CG12692-PB	1662	1529.59	0	0
CG12692-PC	1662	1529.59	0	0
CG15578-PA	270	139.385	0	0
CG15577-PA	300	168.587	0	0
CG15576-PB	372	239.675	0	0
Muc4B-PB	1491	1358.59	0	0
Muc4B-PC	1491	1358.59	0	0
Femcoat-PB	606	473.595	0	0
CG15571-PA	459	326.595	0	0
Fas2-PA	2622	2489.59	9.57977	0.0260344
Fas2-PB	2322	2189.59	85.8291	0.265212
Fas2-PC	2436	2303.59	60.2955	0.177093
Fas2-PD	2535	2402.59	16.1312	0.0454264
Fas2-PF	2580	2447.59	45.5568	0.125932
Fas2-PG	2658	2525.59	25.6076	0.0686004
Fas2-PH	2499	2366.59	0	0
Tip60-PA	1626	1493.59	100.64	0.455887
Tip60-PB	1422	1289.59	7.72093	0.0405078
Tip60-PC	1626	1493.59	100.64	0.455887
Nsun2-PA	2241	2108.59	442	1.41824
Xpac-PA	891	758.595	106	0.945405
Cmtr1-PA	2367	2234.59	126	0.381499
Cmtr1-PB	2367	2234.59	126	0.381499
bi-PA	2919	2786.59	0	0
bi-PF	3072	2939.59	0	0
bi-PB	2919	2786.59	0	0
bi-PC	2919	2786.59	0	0
bi-PG	2916	2783.59	0	0
bi-PD	2925	2792.59	0	0
bi-PE	2913	2780.59	0	0
CG3556-PA	1788	1655.59	1	0.00408665
CG3556-PB	1788	1655.59	1	0.00408665
CHOp24-PA	627	494.595	3806.5	52.0713
CHOp24-PB	627	494.595	3806.5	52.0713
CG3568-PA	1527	1394.59	22	0.106732
CG15912-PA	741	608.595	27	0.300163
CG3527-PA	759	626.595	101	1.09058
CG3546-PA	1893	1760.59	0	0
Pp2C1-PA	4284	4151.59	168	0.273789
Pp2C1-PB	4284	4151.59	168	0.273789
CG11444-PA	648	515.595	601	7.88656
CG11444-PB	648	515.595	601	7.88656
CG11436-PA	1398	1265.59	81	0.433024
Usf-PB	1314	1181.59	81	0.463808
Usf-PC	1314	1181.59	81	0.463808
rb-PA	3483	3350.59	98.6667	0.199237
rb-PD	3483	3350.59	98.6667	0.199237
rb-PC	3483	3350.59	98.6667	0.199237
ctp-PB	270	139.385	7.95115	0.385954
ctp-PA	270	139.385	7.95115	0.385954
ctp-PC	270	139.385	7.95115	0.385954
ctp-PE	270	139.385	7.95115	0.385954
ctp-PF	804	671.595	3633.91	36.6091
Pdha-PC	1332	1199.59	264.145	1.4898
Pdha-PA	1200	1067.59	386.928	2.45214
Pdha-PD	1200	1067.59	386.928	2.45214
Pdha-PB	987	854.595	0	0
CG7024-PA	1440	1307.59	6	0.0310456
CG6978-PA	1440	1307.59	0	0
CG12682-PA	714	581.595	0	0
boil-PA	1353	1220.59	0	0
CG6927-PA	1575	1442.59	2	0.0093801
CG32772-PC	1563	1430.59	114.317	0.540649
CG32772-PD	1125	992.595	65.6831	0.447717
CG32772-PE	1563	1430.59	114.317	0.540649
CG32772-PF	1125	992.595	65.6831	0.447717
CG6903-PA	1731	1598.59	360.5	1.52577
CG6903-PB	1731	1598.59	360.5	1.52577
Ptp4E-PA	5304	5171.59	19.7011	0.0257744
Ptp4E-PB	4824	4691.59	0	0
Ptp4E-PC	5304	5171.59	19.7011	0.0257744
Ptp4E-PD	5304	5171.59	19.7011	0.0257744
Ptp4E-PF	5304	5171.59	19.7011	0.0257744
Ptp4E-PG	4848	4715.59	213.385	0.30616
Ptp4E-PH	5286	5153.59	28.8109	0.037824
CG12680-PB	648	515.595	0	0
CG12680-PC	648	515.595	0	0
CG15468-PB	1041	908.595	2	0.014893
CG2861-PA	5682	5549.59	1.3434e-06	1.63782e-09
CG2861-PC	2427	2294.59	0	0
CG2861-PD	5622	5489.59	0.499999	0.000616241
CG2861-PE	5622	5489.59	0.499999	0.000616241
CG15471-PB	387	254.65	0	0
CG15471-PC	387	254.65	0	0
CG2871-PA	1227	1094.59	1	0.00618114
Klf15-PA	936	803.595	0	0
CG15472-PA	906	773.595	0	0
Rpn13R-PA	975	842.595	27	0.216804
CG15465-PA	1269	1136.59	0	0
CG15465-PB	1269	1136.59	0	0
snf-PA	651	518.595	652	8.50631
dhd-PA	324	192.206	0	0
dhd-PB	324	192.206	0	0
CG4198-PA	1434	1301.59	0	0
CG4198-PB	1431	1298.59	0	0
Sas10-PA	1287	1154.59	151	0.884849
Rnp4F-PB	2826	2693.59	100.5	0.252438
Rnp4F-PA	2826	2693.59	100.5	0.252438
Rnp4F-PD	2826	2693.59	100.5	0.252438
Rnp4F-PF	2826	2693.59	100.5	0.252438
CG15930-PB	1542	1409.59	0	0
TrxT-PA	474	341.595	0	0
TrxT-PB	474	341.595	0	0
CG17764-PA	819	686.595	1	0.0098542
CG3323-PA	2250	2117.59	3777	12.0677
CG5062-PA	1746	1613.59	0	0
CG32767-PC	3846	3713.59	39.1008	0.0712382
CG32767-PD	3846	3713.59	39.1008	0.0712382
CG32767-PE	3846	3713.59	39.1008	0.0712382
CG32767-PF	3846	3713.59	39.1008	0.0712382
CG32767-PG	3843	3710.59	16.496	0.0300785
CG32767-PH	3846	3713.59	39.1008	0.0712382
XRCC1-PA	1845	1712.59	188	0.74272
CanB-PA	513	380.595	1	0.017777
CanB-PB	513	380.595	1	0.017777
SK-PH	1575	1442.59	0	0
SK-PO	2883	2750.59	0	0
SK-PP	2940	2807.59	0	0
SK-PQ	2787	2654.59	4.58085	0.0116753
SK-PI	1569	1436.59	0	0
SK-PJ	2439	2306.59	0	0
SK-PK	2784	2651.59	0	0
SK-PL	1731	1598.59	0	0
SK-PM	2784	2651.59	0	0
SK-PN	2058	1925.59	6.49231	0.0228116
SK-PR	2160	2027.59	4.98329	0.0166286
SK-PS	3525	3392.59	14.0138	0.0279476
SK-PT	2316	2183.59	19.6911	0.0610125
SK-PU	3369	3236.59	4.23872	0.0088607
Usp16-45-PA	3381	3248.59	71.4	0.148705
Usp16-45-PD	3381	3248.59	71.4	0.148705
Usp16-45-PB	3381	3248.59	71.4	0.148705
Usp16-45-PE	3381	3248.59	71.4	0.148705
Usp16-45-PF	3381	3248.59	71.4	0.148705
CG16756-PA	459	326.595	2	0.0414327
CG15784-PA	1665	1532.59	1806	7.97282
CG15784-PB	1665	1532.59	1806	7.97282
SPR-PA	1308	1175.59	0	0
SPR-PC	1308	1175.59	0	0
SPR-PB	1308	1175.59	0	0
SPR-PD	1539	1406.59	7	0.0336706
CG4151-PA	549	416.595	0.5	0.00812041
CG4151-PB	549	416.595	0.5	0.00812041
CG12730-PA	447	314.595	31.5	0.677456
CG12730-PB	447	314.595	31.5	0.677456
Pop1-PA	2574	2441.59	74	0.205059
Mlc-c-PA	444	311.595	764.53	16.6007
Mlc-c-PB	462	329.595	73.4698	1.50817
RhoGAP5A-PB	1323	1190.59	0	0
RhoGAP5A-PA	1485	1352.59	162	0.810343
CG32762-PA	603	470.595	0.5	0.00718861
CG32762-PB	603	470.595	0.5	0.00718861
frma-PF	1836	1703.59	95.5	0.379279
frma-PG	1836	1703.59	95.5	0.379279
NAAT1-PA	1926	1793.59	15	0.0565834
CG3309-PA	1905	1772.59	76.423	0.2917
CG3309-PB	1902	1769.59	26.577	0.101614
CG4119-PA	2997	2864.59	246.5	0.582204
CG4119-PB	2997	2864.59	246.5	0.582204
RpL35-PB	372	239.675	5329.33	150.443
RpL35-PA	372	239.675	5329.33	150.443
RpL35-PC	372	239.675	5329.33	150.443
Gr5a-PA	1335	1202.59	2	0.0112521
cv-PA	774	641.595	115.916	1.22238
cv-PB	774	641.595	115.916	1.22238
cv-PC	774	641.595	115.916	1.22238
AdamTS-B-PB	3072	2939.59	0	0
AdamTS-B-PC	2310	2177.59	5	0.0155351
CG15773-PA	1437	1304.59	8	0.0414893
CG15773-PB	960	827.595	0	0
CG4078-PA	2958	2825.59	22	0.0526786
CG4078-PB	2958	2825.59	22	0.0526786
CG15772-PA	780	647.595	1.5	0.0156715
CG15772-PB	780	647.595	1.5	0.0156715
CG15771-PA	1068	935.595	16.1708	0.11694
CG15771-PD	1068	935.595	16.1708	0.11694
CG15771-PC	663	530.595	9.65846	0.123159
CG15767-PA	1113	980.595	0	0
CG12239-PA	1953	1820.59	3	0.0111488
Cpr5C-PA	438	305.595	0	0
Prosbeta2R1-PA	924	791.595	0	0
CG15765-PA	2622	2489.59	101.5	0.275841
CG15765-PB	2622	2489.59	101.5	0.275841
CG12729-PA	702	569.595	0	0
CG15764-PA	882	749.595	0	0
CG15764-PB	882	749.595	0	0
CG16721-PB	1485	1352.59	121.637	0.608443
CG16721-PA	1485	1352.59	121.637	0.608443
CG16721-PC	1485	1352.59	121.637	0.608443
CG4020-PA	1485	1352.59	0	0
CG4020-PB	1485	1352.59	0	0
CG12236-PA	1662	1529.59	50.9736	0.225471
CG12236-PB	1533	1400.59	34.0664	0.164564
Shmt-PA	1614	1481.59	804.294	3.67288
Shmt-PB	1404	1271.59	909.853	4.8411
Shmt-PC	1404	1271.59	909.853	4.8411
Usp30-PA	1677	1544.59	81.5	0.356997
Usp30-PB	1677	1544.59	81.5	0.356997
mof-PA	2484	2351.59	172	0.494866
GAA1-PA	2025	1892.59	825	2.94929
AgmNAT-PA	651	518.595	34	0.443581
CG3108-PA	3399	3266.59	3	0.00621366
CG3097-PA	1338	1205.59	2254	12.6495
MAPk-Ak2-PB	1080	947.595	211.25	1.50833
MAPk-Ak2-PD	1080	947.595	211.25	1.50833
MAPk-Ak2-PE	1080	947.595	211.25	1.50833
MAPk-Ak2-PF	1080	947.595	211.25	1.50833
lin-52-PA	474	341.595	65.5	1.29733
lin-52-PB	474	341.595	65.5	1.29733
IntS6-PA	3855	3722.59	62	0.112685
IntS6-PB	3855	3722.59	62	0.112685
IntS6-PC	3855	3722.59	62	0.112685
IntS6-PD	3855	3722.59	62	0.112685
IntS6-PE	3855	3722.59	62	0.112685
Snx27-PA	1596	1463.59	90	0.416048
Snx27-PD	1293	1160.59	0	0
Snx27-PC	1332	1199.59	0	0
CG33080-PA	2778	2645.59	40.0446	0.10241
CG33080-PB	2178	2045.59	0	0
CG33080-PC	2535	2402.59	426.955	1.20233
CG33080-PD	2178	2045.59	0	0
CG3149-PA	1671	1538.59	369	1.62265
PGAP1-PA	2943	2810.59	197	0.474231
Tre1-PA	1179	1046.59	53	0.342625
Tre1-PC	1200	1067.59	0	0
Tre1-PB	1179	1046.59	53	0.342625
Rab18-PA	594	461.595	459	6.72781
Sirt4-PA	690	557.595	6.95916	0.0844423
Sirt4-PB	690	557.595	6.95916	0.0844423
Sirt4-PC	939	806.595	17.5239	0.146993
CG3726-PA	2031	1898.59	7.89289	0.0281271
CG3726-PB	2049	1916.59	289.107	1.02059
CG12728-PA	1434	1301.59	94.4232	0.490823
CG12728-PB	1434	1301.59	94.4232	0.490823
CG32756-PA	1380	1247.59	42.5768	0.230899
CG32756-PB	1380	1247.59	42.5768	0.230899
CG6041-PA	927	794.595	13	0.110693
CG32755-PA	948	815.595	1	0.00829559
CG6048-PA	1089	956.595	1	0.00707284
CG6067-PA	924	791.595	1	0.0085471
Grip-PA	3177	3044.59	23.1704	0.0514903
Grip-PB	3174	3041.59	23.4148	0.0520848
Grip-PC	3174	3041.59	23.4148	0.0520848
CG5966-PA	1623	1490.59	5	0.0226951
CG5966-PB	1311	1178.59	0	0
MCTS1-PA	549	416.595	249.5	4.05209
MCTS1-PB	549	416.595	249.5	4.05209
CG5937-PC	6156	6023.59	1	0.00112322
CG5937-PD	6156	6023.59	1	0.00112322
CG5921-PC	2490	2357.59	2.63065	0.00754946
CG5921-PD	2661	2528.59	2.36927	0.00633954
CG5921-PE	2187	2054.59	7.54478e-05	2.48452e-07
Nep1-PB	2550	2417.59	0.5	0.00139929
Nep1-PA	2550	2417.59	0.5	0.00139929
Nep1-PC	2550	2417.59	0.5	0.00139929
Nep1-PD	2550	2417.59	0.5	0.00139929
Efr-PA	1059	926.595	52.5	0.383346
Efr-PB	1059	926.595	52.5	0.383346
sqh-PA	525	392.595	285	4.91159
sqh-PB	525	392.595	285	4.91159
sqh-PC	525	392.595	285	4.91159
sqh-PD	525	392.595	285	4.91159
sqh-PE	525	392.595	285	4.91159
Btnd-PA	1662	1529.59	1	0.00442329
vanin-like-PA	1677	1544.59	0	0
CG32751-PA	1554	1421.59	0	0
CG32751-PB	1578	1445.59	0	0
CG32750-PA	1572	1439.59	0	0
Mipp2-PA	1362	1229.59	188.684	1.03823
raptor-PB	4866	4733.59	201	0.287294
raptor-PC	4866	4733.59	201	0.287294
CG4660-PA	786	653.595	1	0.0103517
CG4666-PA	582	449.595	3.5	0.0526706
CG4666-PB	582	449.595	3.5	0.0526706
Tsp5D-PA	852	719.595	0	0
Tsp5D-PB	852	719.595	0	0
Tsp5D-PC	864	731.595	0	0
rux-PA	1008	875.595	40	0.309086
rux-PB	1008	875.595	40	0.309086
mab-21-PA	1098	965.595	0	0
CG4766-PA	1107	974.595	0	0
fs(1)M3-PA	5511	5378.59	0	0
CG14445-PA	1011	878.595	0	0
CG14445-PB	951	818.595	5	0.041326
CG14445-PC	1089	956.595	0	0
CG14445-PD	1071	938.595	0	0
Spx-PA	1044	911.595	300	2.22659
CG3781-PA	666	533.595	716	9.07869
Spt6-PA	5496	5363.59	1607.5	2.02776
Spt6-PB	5496	5363.59	1607.5	2.02776
wuho-PA	1275	1142.59	214	1.26719
mldr-PA	1635	1502.59	55.5	0.249904
mldr-PB	1635	1502.59	55.5	0.249904
CG3815-PA	2637	2504.59	243	0.656433
CG3823-PA	888	755.595	25	0.223858
CG15894-PA	4632	4499.59	0	0
CG15894-PB	4797	4664.59	9	0.0130542
CG15894-PC	4611	4478.59	0	0
CG15894-PD	4482	4349.59	0	0
CG3842-PA	1221	1088.59	0.75	0.0046614
CG3842-PB	1221	1088.59	0.75	0.0046614
CG3842-PC	1221	1088.59	0.75	0.0046614
CG3842-PD	1221	1088.59	0.75	0.0046614
CG3847-PA	1143	1010.59	226	1.51305
CG3918-PA	966	833.595	285	2.31319
Agxt-PA	1185	1052.59	32	0.205689
dx-PA	2217	2084.59	310	1.00615
RpL7A-PA	816	683.595	5472	54.1588
RpL7A-PD	816	683.595	5472	54.1588
RpL7A-PE	816	683.595	5472	54.1588
RpL7A-PF	816	683.595	5472	54.1588
RpL7A-PG	816	683.595	5472	54.1588
CG3342-PA	1362	1229.59	91	0.500727
PpV-PA	912	779.595	36.25	0.314602
PpV-PB	912	779.595	36.25	0.314602
PpV-PC	912	779.595	36.25	0.314602
PpV-PD	912	779.595	36.25	0.314602
swa-PA	1647	1514.59	0	0
ND-B16.6-PA	465	332.595	615	12.5107
ND-B16.6-PB	465	332.595	615	12.5107
ND-B16.6-PC	465	332.595	615	12.5107
CG12219-PA	1689	1556.59	158	0.686757
Rpt4-PB	1194	1061.59	1184	7.54596
Top3beta-PA	2628	2495.59	153.5	0.416156
Top3beta-PB	2628	2495.59	153.5	0.416156
CG4291-PA	1017	884.595	60.5	0.462735
CG4291-PB	1017	884.595	60.5	0.462735
drongo-PC	1344	1211.59	22.2682	0.124351
drongo-PH	1554	1421.59	171.182	0.814714
drongo-PF	2022	1889.59	18.252	0.0653528
drongo-PG	1812	1679.59	2.78807	0.0112311
drongo-PI	1545	1412.59	31.5092	0.150918
CG3862-PA	1365	1232.59	108	0.592823
PGAP2-PA	768	635.595	138	1.469
CG15880-PA	792	659.595	0	0
Saf6-PA	2154	2021.59	149.998	0.502012
Saf6-PB	2145	2012.59	16.0016	0.0537934
Pkg21D-PA	2307	2174.59	10	0.0311131
Eaat2-PA	1692	1559.59	0	0
Eaat2-PC	1740	1607.59	1	0.00420867
Eaat2-PD	1692	1559.59	0	0
lectin-21Cb-PB	750	617.595	2360	25.8541
Plc21C-PC	3936	3803.59	152.113	0.270578
Plc21C-PD	3957	3824.59	23.8066	0.0421147
Plc21C-PA	3939	3806.59	57.0403	0.101383
Plc21C-PB	3939	3806.59	57.0403	0.101383
Plc21C-PG	3753	3620.59	0	0
Plc21C-PH	3921	3788.59	0	0
CG33127-PA	855	722.595	0	0
al-PA	1227	1094.59	0	0
Polr1B-PA	3390	3257.59	178	0.369696
RpLP1-PA	339	207.067	11348.5	370.808
RpLP1-PB	339	207.067	11348.5	370.808
CG13692-PA	582	449.595	0	0
BBS8-PA	1650	1517.59	0	0
ex-PA	4284	4151.59	141	0.229787
ex-PB	4284	4151.59	141	0.229787
shv-PA	1065	932.595	5303	38.4725
CG4133-PA	2004	1871.59	145.783	0.527009
CG4133-PB	1929	1796.59	62.9458	0.237049
CG4133-PC	1752	1619.59	2.27085	0.00948646
MED15-PA	2250	2117.59	505	1.6135
ush-PA	3576	3443.59	0	0
ush-PB	3597	3464.59	71.5707	0.139767
ush-PC	3639	3506.59	355.859	0.686616
ush-PD	3528	3395.59	0	0
ush-PE	3597	3464.59	71.5707	0.139767
Tspo-PA	558	425.595	802	12.7497
CG2794-PA	2103	1970.59	229	0.786249
Sf3b1-PA	4023	3890.59	306	0.532142
Sf3b1-PB	4023	3890.59	306	0.532142
cold-PA	462	329.595	86	1.76539
cold-PB	462	329.595	86	1.76539
Pph13-PA	1074	941.595	0	0
Gsc-PC	1248	1115.59	0	0
Gsc-PD	1422	1289.59	0	0
Gsc-PE	324	192.206	0	0
Ptth-PG	555	422.595	0	0
Ptth-PE	579	446.595	0	0
Ptth-PF	657	524.595	0	0
Ipk2-PA	930	797.595	40	0.339312
Nle-PA	1467	1334.59	144	0.73002
CG11835-PA	2388	2255.59	0.25	0.000749895
CG11835-PB	2388	2255.59	0.25	0.000749895
CG11835-PC	2388	2255.59	0.25	0.000749895
CG11835-PD	2388	2255.59	0.25	0.000749895
Ets21C-PA	1428	1295.59	2	0.0104444
Ets21C-PB	918	785.595	0	0
Ets21C-PC	1428	1295.59	2	0.0104444
Ets21C-PD	1428	1295.59	2	0.0104444
Spp-PA	1170	1037.59	15765	102.799
lwr-PA	480	347.595	334	6.50122
lwr-PB	480	347.595	334	6.50122
lwr-PC	480	347.595	334	6.50122
lwr-PD	480	347.595	334	6.50122
cbt-PA	1287	1154.59	133	0.77937
cbt-PB	1044	911.595	0	0
cbt-PC	1044	911.595	0	0
CG4297-PC	4419	4286.59	4482.5	7.07505
CG4297-PD	4419	4286.59	4482.5	7.07505
crq-PA	1476	1343.59	83.2	0.418964
crq-PB	1476	1343.59	83.2	0.418964
crq-PD	1476	1343.59	83.2	0.418964
crq-PE	1476	1343.59	83.2	0.418964
crq-PC	1476	1343.59	83.2	0.418964
CG11885-PA	426	293.595	244	5.62294
CG13690-PA	1044	911.595	1	0.00742198
CG4213-PA	3762	3629.59	22.5	0.0419417
CG4213-PB	3762	3629.59	22.5	0.0419417
Ent1-PA	1431	1298.59	47.2448	0.246151
Ent1-PB	1431	1298.59	47.2448	0.246151
Ent1-PC	1431	1298.59	47.2448	0.246151
CG31921-PA	2142	2009.59	1	0.00336677
CG11911-PA	834	701.595	0	0
CG11912-PA	816	683.595	0	0
dbr-PB	3024	2891.59	125	0.292479
dbr-PC	3024	2891.59	125	0.292479
dbr-PD	3024	2891.59	125	0.292479
dbr-PE	3024	2891.59	125	0.292479
dbr-PF	3024	2891.59	125	0.292479
galectin-PA	1512	1379.59	65.346	0.320471
galectin-PB	1209	1076.59	99.0757	0.62264
galectin-PE	1260	1127.59	119.519	0.717145
galectin-PD	1206	1073.59	30.4814	0.192095
galectin-PF	819	686.595	0	0
CG11374-PC	1206	1073.59	4	0.0252082
Zir-PA	6195	6062.59	889	0.992122
CG11377-PA	1125	992.595	1207.34	8.2296
CG11377-PB	936	803.595	775.662	6.53066
Gs1-PC	1200	1067.59	0.666667	0.00422497
Gs1-PB	1200	1067.59	0.666667	0.00422497
Gs1-PD	1200	1067.59	0.666667	0.00422497
CG11454-PA	717	584.595	239	2.76608
ND-15-PA	306	174.536	104.5	4.05091
ND-15-PB	306	174.536	104.5	4.05091
ND-15-PC	306	174.536	104.5	4.05091
ND-15-PD	306	174.536	104.5	4.05091
ND-15-PF	306	174.536	104.5	4.05091
ND-15-PG	306	174.536	104.5	4.05091
ND-15-PH	213	86.5071	0	0
ND-15-PI	213	86.5071	0	0
ND-15-PJ	306	174.536	104.5	4.05091
ND-15-PK	306	174.536	104.5	4.05091
CG3436-PA	1044	911.595	243	1.80354
CG3436-PC	1044	911.595	243	1.80354
mRpL10-PA	747	614.595	76	0.836655
Tbc1d15-17-PA	2148	2015.59	156.667	0.52589
Tbc1d15-17-PB	2148	2015.59	156.667	0.52589
Tbc1d15-17-PC	2148	2015.59	156.667	0.52589
CG13693-PA	1332	1199.59	4	0.0225604
CG3345-PA	2001	1868.59	2	0.00724163
smo-PA	3111	2978.59	108	0.245321
CG11562-PA	378	245.65	76	2.09323
Stip1-PA	1473	1340.59	1040	5.24877
Pi3K21B-PB	1491	1358.59	95.4197	0.475193
Pi3K21B-PC	594	461.595	7.08031	0.10378
Pi3K21B-PD	594	461.595	7.08031	0.10378
Pi3K21B-PE	1491	1358.59	95.4197	0.475193
U2af38-PA	795	662.595	113.5	1.15896
U2af38-PB	795	662.595	113.5	1.15896
Amnionless-PA	1518	1385.59	67.2603	0.328431
Amnionless-PB	1518	1385.59	67.2603	0.328431
CG3625-PA	738	605.595	46.434	0.518771
CG3625-PB	747	614.595	4504.05	49.5834
CG3625-PC	744	611.595	18.4427	0.204025
CG3625-PE	744	611.595	18.4427	0.204025
CG11601-PA	828	695.595	106.333	1.03427
CG11601-PB	828	695.595	106.333	1.03427
CG11601-PC	828	695.595	106.333	1.03427
CG3645-PA	1518	1385.59	155.333	0.758491
CG3645-PB	1518	1385.59	155.333	0.758491
CG3645-PC	1518	1385.59	155.333	0.758491
CG17075-PA	2907	2774.59	3	0.00731549
CG17075-PB	2907	2774.59	3	0.00731549
CG11617-PA	885	752.595	3.5	0.0314651
CG11617-PB	885	752.595	3.5	0.0314651
CG3709-PA	1503	1370.59	100	0.493643
CG31974-PB	1242	1109.59	0.499982	0.00304868
CG31974-PC	1242	1109.59	0.499982	0.00304868
CG31974-PD	1251	1118.59	3.62294e-05	2.19134e-07
CG31975-PB	1251	1118.59	0	0
CG31975-PC	1251	1118.59	0	0
ovm-PC	585	452.595	0	0
ovm-PB	585	452.595	0	0
CG13694-PA	405	272.65	0	0
CG13694-PB	405	272.65	0	0
Nhe1-PB	1950	1817.59	2436	9.0678
net-PB	1083	950.595	0.5	0.00355874
net-PC	1083	950.595	0.5	0.00355874
Cda5-PA	3120	2987.59	0	0
Cda5-PB	5997	5864.59	119.205	0.137523
Cda5-PF	4689	4556.59	0	0
Cda5-PG	5373	5240.59	9.0249	0.0116515
Cda5-PH	2676	2543.59	367.538	0.977634
Cda5-PI	5553	5420.59	669.281	0.835379
Cda5-PJ	5673	5540.59	35.7326	0.0436346
Cda5-PE	3123	2990.59	301.219	0.681469
Ir21a-PB	2529	2396.59	9.18381	0.0259269
l(2)gl-PB	3462	3329.59	240.219	0.488132
l(2)gl-PD	3339	3206.59	0	0
l(2)gl-PE	3339	3206.59	0	0
l(2)gl-PF	3339	3206.59	0	0
l(2)gl-PC	3486	3353.59	55.7969	0.11257
l(2)gl-PA	3486	3353.59	55.7969	0.11257
l(2)gl-PG	3486	3353.59	55.7969	0.11257
l(2)gl-PH	3486	3353.59	55.7969	0.11257
l(2)gl-PI	3486	3353.59	55.7969	0.11257
l(2)gl-PJ	3486	3353.59	55.7969	0.11257
l(2)gl-PK	3282	3149.59	0	0
Spn77Bc-PA	1251	1118.59	229.565	1.38853
Spn77Bc-PB	1251	1118.59	229.565	1.38853
eRF1-PC	1317	1184.59	637.659	3.642
eRF1-PB	1317	1184.59	637.659	3.642
eRF1-PE	1317	1184.59	637.659	3.642
eRF1-PF	1317	1184.59	637.659	3.642
